Hospital ID,Hospital,Year,Salaries,Employee Benefits,Salaries & Benefits,Supplies,Insurance,Professional Fees,Total Operating Expense,Total Operating Revenue,Net Patient Revenue,Other Operating Revenue,Operating Income,Net Income,Salaries & Benefits %,Insurance %,Supplies %,Professional Fees %,Salary YoY Growth,Insurance YoY Growth,Revenue YoY Growth
106470871,MERCY MEDICAL CENTER - MT. SHASTA,2024,24988874,13965171,38954045,6564987,586023,3497361,70001405,76762068,76465675,296393,6760663,10645835,55.65,0.84,9.38,5.0,-0.48,-3.37,14.17
106474007,FAIRCHILD MEDICAL CENTER,2020,35467224,10465983,45933207,12124533,258313,3636188,89501170,91125600,90175761,949839,1624430,1624430,51.32,0.29,13.55,4.06,,,
106474007,FAIRCHILD MEDICAL CENTER,2021,36844250,14583364,51427614,20384110,286751,6911381,109248097,102051248,101228219,823029,-7196849,-7196849,47.07,0.26,18.66,6.33,11.96,11.01,11.99
106474007,FAIRCHILD MEDICAL CENTER,2022,38790600,13063129,51853729,13091810,233004,12817251,109819995,110338891,109422894,915997,518896,518896,47.22,0.21,11.92,11.67,0.83,-18.74,8.12
106474007,FAIRCHILD MEDICAL CENTER,2023,40721410,13529217,54250627,13084637,545179,12266055,115405114,118935311,117796732,1138579,3530197,3530197,47.01,0.47,11.34,10.63,4.62,133.98,7.79
106474007,FAIRCHILD MEDICAL CENTER,2024,43555033,11705838,55260871,14697494,325933,8344870,116410818,117141340,114997574,2143766,730522,730522,47.47,0.28,12.63,7.17,1.86,-40.22,-1.51
106480989,KAISER FOUNDATION HOSPITAL REHABILITATION CENTER - VALLEJO,2020,0,0,0,0,783705,0,0,0,0,0,0,0,,,,,,,
106480989,KAISER FOUNDATION HOSPITAL REHABILITATION CENTER - VALLEJO,2021,153551750,67679059,221230809,41766961,878464,10726918,536995234,558452732,519347907,39104825,21457498,21458946,41.2,0.16,7.78,2.0,,12.09,
106480989,KAISER FOUNDATION HOSPITAL REHABILITATION CENTER - VALLEJO,2022,161081322,68246006,229327328,43788778,745855,15726727,535554992,557795466,520516058,37279408,22240474,22346222,42.82,0.14,8.18,2.94,3.66,-15.1,-0.12
106480989,KAISER FOUNDATION HOSPITAL REHABILITATION CENTER - VALLEJO,2023,169338712,58200223,227538935,49237381,1277024,15860303,572923861,588390907,543452666,44938241,15467046,15182415,39.72,0.22,8.59,2.77,-0.78,71.22,5.49
106480989,KAISER FOUNDATION HOSPITAL REHABILITATION CENTER - VALLEJO,2024,180495218,67244130,247739348,46655974,829144,8388135,629045276,666465017,607200154,59264863,37419741,37459108,39.38,0.13,7.42,1.33,8.88,-35.07,13.27
106481015,ADVENTIST HEALTH VALLEJO,2020,12619589,6048058,18667647,991692,120000,4540,29095942,26949343,26690443,258900,-2146599,-2146599,64.16,0.41,3.41,0.02,,,
106481015,ADVENTIST HEALTH VALLEJO,2021,12892466,5288891,18181357,937589,60000,89339,30004696,26560496,26442603,117893,-3444200,-3443213,60.6,0.2,3.12,0.3,-2.6,-50.0,-1.44
106481015,ADVENTIST HEALTH VALLEJO,2022,15139065,4992247,20131312,985264,0,80737,32205044,27493230,27146512,346718,-4711814,-4711814,62.51,0.0,3.06,0.25,10.73,-100.0,3.51
106481015,ADVENTIST HEALTH VALLEJO,2023,17618143,3700248,21318391,989075,0,124856,32403157,32171908,31688503,483405,-231249,-226893,65.79,0.0,3.05,0.39,5.9,,17.02
106481015,ADVENTIST HEALTH VALLEJO,2024,16630427,8032022,24662449,1066299,260844,545553,37031367,36633302,35769377,863925,-398065,-395003,66.6,0.7,2.88,1.47,15.69,,13.87
106481094,SUTTER SOLANO MEDICAL CENTER,2020,53859510,24626499,78486009,18228983,930132,2191798,165467616,156284771,139363943,16920828,-9182845,-9064153,47.43,0.56,11.02,1.32,,,
106481094,SUTTER SOLANO MEDICAL CENTER,2021,54031318,22597218,76628536,20139591,942741,6341008,161065042,144474827,142991236,1483591,-16590215,-9401994,47.58,0.59,12.5,3.94,-2.37,1.36,-7.56
106481094,SUTTER SOLANO MEDICAL CENTER,2022,55005217,22106473,77111690,21338549,913699,9573676,159298492,150579986,150236498,343488,-8718506,-12091919,48.41,0.57,13.4,6.01,0.63,-3.08,4.23
106481094,SUTTER SOLANO MEDICAL CENTER,2023,61979920,25928059,87907979,21914039,896800,4863383,174930926,166573031,166137188,435843,-8357895,-60741,50.25,0.51,12.53,2.78,14.0,-1.85,10.62
106481094,SUTTER SOLANO MEDICAL CENTER,2024,69192671,28385277,97577948,22744034,782633,1170142,186534847,183029737,182481800,547937,-3505110,1058363,52.31,0.42,12.19,0.63,11.0,-12.73,9.88
106481357,NORTHBAY MEDICAL CENTER,2020,201236664,81647131,282883795,73447954,1610149,3394297,627081738,640331880,585987089,54344791,13250142,32479972,45.11,0.26,11.71,0.54,,,
106481357,NORTHBAY MEDICAL CENTER,2021,202593101,88191410,290784511,82287196,2394329,6630081,692322184,678750727,660267811,18482916,-13571457,4158160,42.0,0.35,11.89,0.96,2.79,48.7,6.0
106481357,NORTHBAY MEDICAL CENTER,2022,207137589,92459995,299597584,79283254,2239551,10961875,731837736,695285185,676594916,18690269,-36552551,-63744255,40.94,0.31,10.83,1.5,3.03,-6.46,2.44
106481357,NORTHBAY MEDICAL CENTER,2023,211246380,90316750,301563130,85540895,473738,9588117,742509947,752641081,723617348,29023733,10131134,38633777,40.61,0.06,11.52,1.29,0.66,-78.85,8.25
106481357,NORTHBAY MEDICAL CENTER,2024,227525764,97820609,325346373,96977085,883630,2349743,777761009,788914436,760119123,28795313,11153427,36816893,41.83,0.11,12.47,0.3,7.89,86.52,4.82
106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,2020,0,0,0,0,262557,0,0,0,0,0,0,0,,,,,,,
106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,2021,111790150,48903700,160693850,42349685,296961,10833603,411739123,387804740,342484543,45320197,-23934383,-23804736,39.03,0.07,10.29,2.63,,13.1,
106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,2022,122097463,51184874,173282337,44382394,253133,15589234,424975882,458899790,415403502,43496288,33923908,34045053,40.77,0.06,10.44,3.67,7.83,-14.76,18.33
106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,2023,133651363,46371143,180022506,45542334,431470,6886027,439187730,462491104,418776725,43714379,23303374,23102280,40.99,0.1,10.37,1.57,3.89,70.45,0.78
106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,2024,138390375,51595983,189986358,45927872,281829,9059752,493462110,529049492,471338862,57710630,35587382,35634065,38.5,0.06,9.31,1.84,5.53,-34.68,14.39
106484062,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,2020,2267397,849764,3117161,161936,55204,2868,4965216,5306088,4294230,1011858,340872,340872,62.78,1.11,3.26,0.06,,,
106484062,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,2021,2253813,794526,3048339,221092,50671,2521,5026868,5556999,4626307,930692,530131,530130,60.64,1.01,4.4,0.05,-2.21,-8.21,4.73
106484062,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,2022,2426605,864910,3291515,195898,15670,3065,5777597,5981497,5005052,976445,203900,203900,56.97,0.27,3.39,0.05,7.98,-69.08,7.64
106484062,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,2023,2552387,836240,3388627,201210,16587,3191,6167708,6210634,5210366,1000268,42926,42924,54.94,0.27,3.26,0.05,2.95,5.85,3.83
106484062,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,2024,2762060,993490,3755550,145005,16921,2485,5656318,6477271,5248446,1228825,820953,820953,66.4,0.3,2.56,0.04,10.83,2.01,4.29
106490040,SONOMA COUNTY HEALING CENTER - PHF,2023,3133533,941113,4074646,280964,16587,1251,6933813,6234999,5793512,441487,-698814,-698816,58.76,0.24,4.05,0.02,,,
106490040,SONOMA COUNTY HEALING CENTER - PHF,2024,3318007,1088665,4406672,258440,16921,975,7034443,6552517,5312811,1239706,-481926,-481926,62.64,0.24,3.67,0.01,8.15,2.01,5.09
106490964,HEALDSBURG DISTRICT HOSPITAL,2020,26242613,5979856,32222469,6305365,1137246,2666464,57818536,60610028,54449800,6160228,2791492,8344572,55.73,1.97,10.91,4.61,,,
106490964,HEALDSBURG HOSPITAL,2022,26375286,6885869,33261155,4388463,325256,2231233,62773938,54127221,51636244,2490977,-8646717,-8626259,52.99,0.52,6.99,3.55,3.22,-71.4,-10.7
106490964,HEALDSBURG HOSPITAL,2023,29137794,7699694,36837488,4869988,511785,2051437,67668056,63969948,59479851,4490097,-3698108,-3576310,54.44,0.76,7.2,3.03,10.75,57.35,18.18
106490964,HEALDSBURG HOSPITAL,2024,30599126,8314400,38913526,7555833,835395,1837982,73508019,71616973,70794697,822276,-1891046,775766,52.94,1.14,10.28,2.5,5.64,63.23,11.95
106491001,PETALUMA VALLEY HOSPITAL,2020,28252460,9673061,37925521,8371062,404255,4449197,83227600,93596155,91516865,2079290,10368555,10555544,45.57,0.49,10.06,5.35,,,
106491001,PETALUMA VALLEY HOSPITAL,2022,29070429,10985464,40055893,8604871,589201,9104507,91171241,92027621,89385985,2641636,856380,935000,43.93,0.65,9.44,9.99,5.62,45.75,-1.68
106491001,PETALUMA VALLEY HOSPITAL,2023,32350824,11524728,43875552,8541911,197839,7329620,102821786,83386455,82872336,514119,-19435331,-19340386,42.67,0.19,8.31,7.13,9.54,-66.42,-9.39
106491001,PETALUMA VALLEY HOSPITAL,2024,29851691,11196160,41047851,9047492,535987,4273724,95309170,84216611,83561775,654836,-11092559,-11045227,43.07,0.56,9.49,4.48,-6.44,170.92,1.0
106491064,SANTA ROSA MEMORIAL HOSPITAL,2020,169303120,66855061,236158181,87184929,2234811,17696212,552313333,592506320,568246696,24259624,40192987,44368572,42.76,0.4,15.79,3.2,,,
106491064,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,2021,170934872,69776558,240711430,95472522,2196355,16115288,569644464,600757808,589415724,11342084,31113344,52044859,42.26,0.39,16.76,2.83,1.93,-1.72,1.39
106491064,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,2022,176915750,73816443,250732193,98155472,3840426,34348657,602821560,620861886,599461120,21400766,18040326,17435446,41.59,0.64,16.28,5.7,4.16,74.85,3.35
106491064,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,2023,202995329,74566525,277561854,100932552,2293628,34007684,713098437,656317074,646907968,9409106,-56781363,-49069667,38.92,0.32,14.15,4.77,10.7,-40.28,5.71
106491064,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,2024,210037713,84767824,294805537,112391729,3787940,24853050,744353964,702054021,692970706,9083315,-42299943,-32207683,39.61,0.51,15.1,3.34,6.21,65.15,6.97
106491076,SONOMA VALLEY HOSPITAL,2020,20411251,8220824,28632075,6304269,357404,790424,60106746,58911773,52543311,6368462,-1194973,10263126,47.64,0.59,10.49,1.32,,,
106491076,SONOMA VALLEY HOSPITAL,2021,21117212,8042209,29159421,7403362,379701,1528448,62736237,56885901,55910503,975398,-5850336,7160546,46.48,0.61,11.8,2.44,1.84,6.24,-3.44
106491076,SONOMA VALLEY HOSPITAL,2022,20527136,7975901,28503037,7552373,405705,3426125,64136682,59647073,57113662,2533411,-4489609,2576413,44.44,0.63,11.78,5.34,-2.25,6.85,4.85
106491076,SONOMA VALLEY HOSPITAL,2023,21888405,8740468,30628873,7915815,411065,3440146,69266284,63356245,62011738,1344507,-5910039,3510419,44.22,0.59,11.43,4.97,7.46,1.32,6.22
106491076,SONOMA VALLEY HOSPITAL,2024,22080967,9215238,31296205,8072341,476428,3930295,71964602,64772874,63660004,1112870,-7191728,5268957,43.49,0.66,11.22,5.46,2.18,15.9,2.24
106491338,SONOMA SPECIALTY HOSPITAL,2020,8177745,1635548,9813293,1304254,27324,1636597,16375760,10490013,10478698,11315,-5885747,-5354844,59.93,0.17,7.96,9.99,,,
106491338,SONOMA SPECIALTY HOSPITAL,2021,13316838,2952499,16269337,1662849,67683,1897852,23646935,24355610,24305275,50335,708675,1761851,68.8,0.29,7.03,8.03,65.79,147.71,132.18
106491338,SONOMA SPECIALTY HOSPITAL,2022,12919027,2238262,15157289,2885912,85605,6320,34227235,27354909,27290950,63959,-6872326,-4654887,44.28,0.25,8.43,0.02,-6.84,26.48,12.31
106491338,SONOMA SPECIALTY HOSPITAL,2023,12322539,2504804,14827343,2541608,39031,0,32262895,30918465,30856233,62232,-1344430,-1336174,45.96,0.12,7.88,0.0,-2.18,-54.41,13.03
106491338,SONOMA SPECIALTY HOSPITAL,2024,23306880,3221831,26528711,4791417,160868,208243,49503799,59129184,58979339,149845,9625385,9647713,53.59,0.32,9.68,0.42,78.92,312.15,91.24
106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,2020,0,0,0,0,1231588,0,0,0,0,0,0,0,,,,,,,
106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,2021,129461273,57301217,186762490,35920370,1215538,12634244,484309905,443682859,387610067,56072792,-40627046,-40910341,38.56,0.25,7.42,2.61,,-1.3,
106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,2022,135331109,57125428,192456537,38319949,945336,20030163,493574392,514611964,456394589,58217375,21037572,21034852,38.99,0.19,7.76,4.06,3.05,-22.23,15.99
106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,2023,144624013,51047011,195671024,40228377,950174,7838502,511907953,525577034,457759151,67817883,13669081,13436122,38.22,0.19,7.86,1.53,1.67,0.51,2.13
106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,2024,154453671,58764196,213217867,43500078,804421,6519162,563028571,601736033,520668675,81067358,38707462,38677174,37.87,0.14,7.73,1.16,8.97,-15.34,14.49
106494048,AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,2020,14135997,2715571,16851568,1036071,170844,1962639,34637279,34865968,34109346,756622,228689,228689,48.65,0.49,2.99,5.67,,,
106494048,AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,2021,13742386,2273874,16016260,580910,179465,3620279,31359579,31383866,30987496,396370,24287,55885,51.07,0.57,1.85,11.54,-4.96,5.05,-9.99
106494048,AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,2022,18278670,2666775,20945445,825946,172937,5480189,47983087,39204027,39193976,10051,-8779060,-8779064,43.65,0.36,1.72,11.42,30.78,-3.64,24.92
106494048,AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,2023,19125117,3162370,22287487,995007,265000,5204244,50613210,51033423,50817396,216027,420213,420217,44.03,0.52,1.97,10.28,6.41,53.23,30.17
106494048,AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,2024,23993931,4004597,27998528,1407935,303756,9715914,57579284,57676345,57651178,25167,97061,97063,48.63,0.53,2.45,16.87,25.62,14.62,13.02
106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,2020,93754134,42838275,136592409,54179262,2104244,5162755,315915088,331725537,315336758,16388779,15810449,19132042,43.24,0.67,17.15,1.63,,,
106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,2021,93762962,43111720,136874682,57675013,2113536,7033114,319733151,349300379,348142731,1157648,29567228,53662237,42.81,0.66,18.04,2.2,0.21,0.44,5.3
106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,2022,101498787,45231942,146730729,64362990,2097181,22957502,373746555,375678688,374365209,1313479,1932133,-5159087,39.26,0.56,17.22,6.14,7.2,-0.77,7.55
106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,2023,115704295,53673082,169377377,72578376,2091203,16876038,455085776,448615823,442526437,6089386,-6469953,14154853,37.22,0.46,15.95,3.71,15.43,-0.29,19.41
106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,2024,134626780,60608658,195235438,88792047,1861102,5936993,501574784,503310217,493324697,9985520,1735433,14633893,38.92,0.37,17.7,1.18,15.27,-11.0,12.19
106500852,DOCTORS MEDICAL CENTER - MODESTO,2020,208703532,92213231,300916763,99496395,4551654,14755485,657572005,713114229,676048989,37065240,55542224,55358173,45.76,0.69,15.13,2.24,,,
106500852,DOCTORS MEDICAL CENTER - MODESTO,2021,217144131,93998458,311142589,105089147,4797937,22736205,679609080,744856733,757091197,-12234464,65247653,65305958,45.78,0.71,15.46,3.35,3.4,5.41,4.45
106500852,DOCTORS MEDICAL CENTER - MODESTO,2022,220479118,92435569,312914687,100431667,9120728,35601139,687739901,777168603,737503864,39664739,89428702,89232557,45.5,1.33,14.6,5.18,0.57,90.1,4.34
106500852,DOCTORS MEDICAL CENTER - MODESTO,2023,234172619,94415841,328588460,102470463,13236637,23848268,705641943,716428092,712972479,3455613,10786149,10435573,46.57,1.88,14.52,3.38,5.01,45.13,-7.82
106500852,DOCTORS MEDICAL CENTER - MODESTO,2024,232867871,99148168,332016039,99000625,9065540,6663263,752374576,729310154,724166982,5143172,-23064422,-23267673,44.13,1.2,13.16,0.89,1.04,-31.51,1.8
106500867,EMANUEL MEDICAL CENTER,2020,74025507,31518933,105544440,56120424,1709291,10334935,257829885,281751927,271292092,10459835,23922042,26186666,40.94,0.66,21.77,4.01,,,
106500867,EMANUEL MEDICAL CENTER,2021,74499661,31500888,106000549,60711826,1688539,12820838,272395270,321010844,319336841,1674003,48615574,51952738,38.91,0.62,22.29,4.71,0.43,-1.21,13.93
106500867,EMANUEL MEDICAL CENTER,2022,78544367,30434689,108979056,60107507,1799456,14055460,267134002,305498401,303216069,2282332,38364399,41650838,40.8,0.67,22.5,5.26,2.81,6.57,-4.83
106500867,EMANUEL MEDICAL CENTER,2023,83192110,32105854,115297964,66793523,2521776,12013813,282315149,323952007,322156457,1795550,41636858,44502693,40.84,0.89,23.66,4.26,5.8,40.14,6.04
106500867,EMANUEL MEDICAL CENTER,2024,84829827,34950481,119780308,75420259,2843144,7627724,309167610,347768140,344852041,2916099,38600530,42068167,38.74,0.92,24.39,2.47,3.89,12.74,7.35
106500939,MEMORIAL HOSPITAL MODESTO,2020,189859051,105582334,295441385,108929491,2822000,20903965,631154393,668381673,639184655,29197018,37227280,39375333,46.81,0.45,17.26,3.31,,,
106500939,MEMORIAL HOSPITAL MODESTO,2021,196124923,104919789,301044712,120461532,3007792,29738705,668732102,764232178,753535203,10696975,95500076,129689611,45.02,0.45,18.01,4.45,1.9,6.58,14.34
106500939,MEMORIAL HOSPITAL MODESTO,2022,204051905,97638602,301690507,124857522,2913288,27960176,704192954,772409848,763784273,8625575,68216894,56281454,42.84,0.41,17.73,3.97,0.21,-3.14,1.07
106500939,MEMORIAL HOSPITAL MODESTO,2023,225291728,111706520,336998248,132064114,3197711,39297900,761499519,839978390,830262744,9715646,78478871,120567157,44.25,0.42,17.34,5.16,11.7,9.76,8.75
106500939,MEMORIAL HOSPITAL MODESTO,2024,263940774,122271502,386212276,154182097,2651151,21056665,851359518,965375216,954332118,11043098,114015698,138382035,45.36,0.31,18.11,2.47,14.6,-17.09,14.93
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,2020,19364193,4682284,24046477,4957708,2306350,5482571,45815030,46391294,46030281,361013,576264,1633569,52.49,5.03,10.82,11.97,,,
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,2021,20775910,3801135,24577045,6133784,1690012,124909,51004395,53166835,51690122,1476713,2162440,7431140,48.19,3.31,12.03,0.24,2.21,-26.72,14.61
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,2022,22229038,3632597,25861635,5872532,728182,143727,51171123,51921149,51622756,298393,750026,2617757,50.54,1.42,11.48,0.28,5.23,-56.91,-2.34
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,2023,24125640,3004281,27129921,7162617,398760,334519,56554473,73276759,66265531,7011228,16722286,18306770,47.97,0.71,12.66,0.59,4.9,-45.24,41.13
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,2024,28661685,3082599,31744284,8076665,516336,360125,63060204,84459839,84308439,151400,21399635,23298254,50.34,0.82,12.81,0.57,17.01,29.49,15.26
106500967,OAK VALLEY HOSPITAL DISTRICT,2020,25591149,12259790,37850939,7337450,466366,2587343,73103267,72217795,66753986,5463809,-885472,4276087,51.78,0.64,10.04,3.54,,,
106500967,OAK VALLEY HOSPITAL DISTRICT,2021,25932062,13779401,39711463,7122644,530301,2671088,74819258,77034290,71784102,5250188,2215032,4140467,53.08,0.71,9.52,3.57,4.92,13.71,6.67
106500967,OAK VALLEY HOSPITAL DISTRICT,2022,24896084,13788678,38684762,8037651,522401,5651998,77027230,77701435,71009356,6692079,674205,3187342,50.22,0.68,10.43,7.34,-2.59,-1.49,0.87
106500967,OAK VALLEY HOSPITAL DISTRICT,2023,27904256,15466494,43370750,8402737,567674,4683931,82304900,85452539,72331771,13120768,3147639,6076769,52.7,0.69,10.21,5.69,12.11,8.67,9.98
106500967,OAK VALLEY HOSPITAL DISTRICT,2024,30153101,15475584,45628685,7354662,728168,4530193,83265773,90183960,77162372,13021588,6918187,10060767,54.8,0.87,8.83,5.44,5.21,28.27,5.54
106504038,STANISLAUS SURGICAL HOSPITAL,2020,9993439,4468767,14462206,6114673,75000,1523333,30118988,28814253,27995961,818292,-1304735,-1253482,48.02,0.25,20.3,5.06,,,
106504038,STANISLAUS SURGICAL HOSPITAL,2021,9760561,4946334,14706895,5377321,0,95748,28248550,27002651,26803300,199351,-1245899,-1207406,52.06,0.0,19.04,0.34,1.69,-100.0,-6.29
106504038,STANISLAUS SURGICAL HOSPITAL,2022,10189251,3793615,13982866,6363346,25000,1031469,29312654,24781641,24726710,54931,-4531013,-4424288,47.7,0.09,21.71,3.52,-4.92,,-8.23
106504038,STANISLAUS SURGICAL HOSPITAL,2023,12031908,3811388,15843296,7037838,25000,529618,32363675,28339972,28073899,266073,-4023703,-3878771,48.95,0.08,21.75,1.64,13.31,0.0,14.36
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,2020,11560542,1981777,13542319,814548,72090,0,20669974,20341372,20310847,30525,-328602,-578404,65.52,0.35,3.94,0.0,,,
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,2021,12259635,2225251,14484886,701326,135092,0,21635478,23250928,23207885,43043,1615450,1211470,66.95,0.62,3.24,0.0,6.96,87.39,14.3
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,2022,13457467,2175355,15632822,668659,158977,0,22995346,23077897,23045896,32001,82551,135143,67.98,0.69,2.91,0.0,7.93,17.68,-0.74
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,2023,17017821,2612897,19630718,695582,207096,0,27655230,28720007,28664081,55926,1064777,732076,70.98,0.75,2.52,0.0,25.57,30.27,24.45
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,2024,17654164,2941479,20595643,1140541,247398,0,29360126,30822502,30754576,67926,1462376,1065059,70.15,0.84,3.88,0.0,4.92,19.46,7.32
106504081,TELECARE STANISLAUS COUNTY - PHF,2020,2136599,584424,2721023,119972,46685,990918,5347265,5619494,5619493,1,272229,271777,50.89,0.87,2.24,18.53,,,
106504081,TELECARE STANISLAUS COUNTY - PHF,2021,2298861,726417,3025278,128018,50989,888923,5428367,6072949,6072949,0,644582,644582,55.73,0.94,2.36,16.38,11.18,9.22,8.07
106504081,TELECARE STANISLAUS COUNTY - PHF,2022,2360675,799746,3160421,112946,54187,890577,5781366,6142557,6142557,0,361191,361191,54.67,0.94,1.95,15.4,4.47,6.27,1.15
